Call Count,Called Phone Number,Start Time Min,Start Time Max,Total Duration,Call Start Time,Region,City,Phone Line,Location,Marketing Source,Marketing Medium,Marketing Campaign,Marketing Search Terms,Google Click ID,Google GBRAID,Google Ads Customer ID,Google Analytics Session ID,Google Analytics Client ID,Google Analytics Measurement ID,Google WBRAID,Connected Duration,Total IVR Duration,Landing page,Calling Page,New Sales Call,Serviceable area,New Service Activation,Call Not Answered by Agent,ID name,Audio URL
1,833-474-0582,11/14/25 8:31,11/14/25 8:41,0:09:49,11/14/25 8:34,West,Louisville,Landline,Indian Peaks,Google Ad,Paid Search,triple_play_bundle_prospecting,who provides internet at my address,lMBv8RcZ_0ISwMeiMH,pDrPYzaxwGUXfsJqoihFpTSq,PlYNT2TturE9,jhwyh_1glyJCL6ASnic,b--6z7HS3GF4299DMcbyg,6EVwBTUYP9psEy,__,0:09:33,0:00:16,www.itelecomservices.com/,www.itelecomservices.com/packages/bundle,0,0,0,1,HYF4ZDZ,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/HYF4ZDZ.mp3
1,833-474-0582,11/4/25 16:25,11/4/25 16:32,0:06:35,11/4/25 16:32,North,Mount Laurel,Mobile,Cherry Hill,Google Ad,Paid Search,nation_wide_coverage_brand,cheap cable and internet bundle,LVK-qaXj76-pPufUYHj3tHB,gY1CLb7r3bpW28k4iFzFo5V2,_2Oco55eN7c,qkYdtRPZyZYv435PQksH,amAoazr-f-UVty-x2zFP,zNK6Jj_Wo6wf,__,0:06:17,0:00:18,www.itelecomservices.com/Phone,www.itelecomservices.com/,0,0,0,0,V6EHQJZ,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/V6EHQJZ.mp3
1,833-474-0582,11/10/25 12:55,11/10/25 12:59,0:04:18,11/10/25 12:56,South,Cary,Mobile,Richmond,Postcard,Direct Mail,whole_home_wifi_retarget,__,__,__,__,__,__,__,__,0:04:07,0:00:11,__,__,0,0,0,0,9JPXXTH,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/9JPXXTH.mp3
1,833-474-0582,11/13/25 11:29,11/13/25 11:33,0:03:46,11/13/25 11:31,North,Camden,Landline,Cherry Hill,Google Ad,Paid Search,gig_speed_internet_retarget,1 gig fiber plan cost,zvqUmt88pJr03gj8qzwbMM,VqIXeOSQplV11x9zQcIKsaSb,ao6woJ5mY1C,aKUNyBlXonbtP2DxSYI,_uPXtpONUedq4U2mGN0Gee,m12UFBsm2RkNqko,__,0:03:33,0:00:13,www.itelecomservices.com/packages/bundle,www.itelecomservices.com/TV,0,0,0,0,NH2V89Y,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/NH2V89Y.mp3
1,833-474-0582,11/10/25 14:57,11/10/25 15:08,0:10:54,11/10/25 15:06,Central,Hartford,Mobile,Springfield,SFMC,Email,triple_play_bundle_nov_2025,__,__,__,__,__,__,__,__,0:10:36,0:00:18,__,__,1,1,1,0,SDAUUZF,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/SDAUUZF.mp3
1,833-474-0582,11/1/25 15:13,11/1/25 15:26,0:12:59,11/1/25 15:24,South,Chesapeake,Mobile,Richmond,Facebook Ad,Paid Social,mobile_line_addon_q4_2025,__,__,__,__,__,2yD_kbArpdjBkv,zJqJPkasIQeJsTa0,__,0:12:46,0:00:13,www.itelecomservices.com/Phone,www.itelecomservices.com/contact-us,0,0,0,1,ZZ2FNGF,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/ZZ2FNGF.mp3
1,833-474-0582,11/2/25 13:18,11/2/25 13:20,0:02:59,11/2/25 13:20,East,Quincy,Landline,Boston,Display Ad,Banner Ad,fiber_upgrade_offer_prospecting,__,__,__,__,__,__,__,8GUlTM1rThzv3J7jRnsPdL,0:02:42,0:00:17,__,__,1,1,1,0,GBVYCVY,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/GBVYCVY.mp3
1,833-474-0582,11/5/25 8:45,11/5/25 9:00,0:14:50,11/5/25 8:48,South,Durham,Landline,Richmond,Google Ad,Paid Search,low_price_guarantee_fall_promo,bundle internet tv phone,GjuFa8_Pbisc-WkmwqWPrpJ8,GVSeJDjlpixAhxZ9oJR0QJ7r,NslH3znZDX3,D19Bmt0UraMYC,OTjcKKEnh_bwwcV,EmSQVuDZKa,__,0:14:33,0:00:17,www.itelecomservices.com/,www.itelecomservices.com/packages,0,0,0,1,K8QRG28,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/K8QRG28.mp3
1,833-474-0582,11/14/25 13:40,11/14/25 13:50,0:10:24,11/14/25 13:43,Central,Holyoke,Mobile,Springfield,Google.com,Organic,__,__,__,__,__,__,Un-aBLAw-Obo-9ZxBlxkZ,B62gesFrSmDEoQ,__,0:10:11,0:00:13,www.itelecomservices.com/Phone,www.itelecomservices.com/packages/bundle,1,1,1,0,R9ZYGEK,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/R9ZYGEK.mp3
1,833-474-0582,11/15/25 9:08,11/15/25 9:17,0:09:17,11/15/25 9:10,West,Erie,Mobile,Centura Mall,Google Ad,Paid Search,switch_and_save_nonbrand,home phone service unlimited,IECb4Tc3-ax4HfuE59OeHaU,ozvHx8rpgNVZa3YgdjX,_un_IT7TAZncYR,RicEW-nBZ8mWp,ZgQTG5PtsgAEGzlauTSPZ,uvG38Da00yD,__,0:08:57,0:00:20,www.itelecomservices.com/packages/bundle,www.itelecomservices.com/packages,1,1,1,0,TD9666P,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/TD9666P.mp3
1,833-474-0582,11/8/25 14:45,11/8/25 14:50,0:04:28,11/8/25 14:45,Central,Westfield,Mobile,Springfield,Prime Time Ad,TV Ad,switch_and_save_retarget,__,__,__,__,__,__,__,__,0:04:15,0:00:13,__,__,1,1,1,0,BVHDS8K,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/BVHDS8K.mp3
1,833-474-0582,11/3/25 11:34,11/3/25 11:40,0:05:31,11/3/25 11:39,West,Lafayette,Mobile,Centura Mall,Google Ad,Paid Search,gig_speed_internet_fall_promo,home phone service unlimited,BcmopiHe2eNcUYkBue1qk,MPu6gzJXfovGqIgaCSfP,hXz9Da70HJ,WiJEuKYuAgRohqq2,1FUtEarW9mJl9P,#NAME?,__,0:05:12,0:00:19,www.itelecomservices.com/contact-us,www.itelecomservices.com/TV,0,0,0,0,X6SBDYT,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/X6SBDYT.mp3
1,833-474-0582,11/8/25 9:34,11/8/25 9:45,0:11:15,11/8/25 9:42,West,Lafayette,Mobile,Indian Peaks,Google Ad,Paid Search,mobile_line_addon_prospecting,switch internet provider deals,opN-EOQ2QUbLOvuB6o7,16SHNvOucA9W_EVXySzP6H_v,UIJh8sVltfL,hfEDohGXipR4,#NAME?,ryOLmiEKiQ,__,0:10:53,0:00:22,www.itelecomservices.com/contact-us,www.itelecomservices.com/Phone,0,0,0,1,E4S9MEX,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/E4S9MEX.mp3
1,833-474-0582,11/6/25 1:36,11/6/25 1:42,0:05:45,11/6/25 1:36,South,Durham,Mobile,Richmond,Bing Ad,Paid Search,wifi_dead_zone_fix_retarget,__,__,__,__,__,w55YGq2bo0UQlF0EkA,5_dfgKrftsPfy,__,0:05:30,0:00:15,www.itelecomservices.com/packages/bundle,www.itelecomservices.com/Phone,0,0,0,0,HPTBS6D,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/HPTBS6D.mp3
1,833-474-0582,11/3/25 10:25,11/3/25 10:30,0:04:52,11/3/25 10:27,South,Cary,Mobile,Richmond,Prime Time Ad,TV Ad,streaming_tv_package_nonbrand,__,__,__,__,__,__,__,__,0:04:30,0:00:22,__,__,1,1,1,0,KUKCYCY,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/KUKCYCY.mp3
1,833-474-0582,11/11/25 15:58,11/11/25 16:08,0:09:54,11/11/25 16:02,West,Lafayette,Landline,Indian Peaks,Google Ad,Paid Search,student_internet_deal_q4_2025,bundle internet tv phone,8AjZI3yHq1tpT_xkYr,eZzYnzW2r0bRWeDpR1_,_yFsfTDo_g_,2bnxcQiUGRLTI,7bcgH0dXQvrWGC1ytnzT8,cpVUmfL7Mm4,__,0:09:38,0:00:16,www.itelecomservices.com/contact-us,www.itelecomservices.com/packages,1,0,0,0,SM7XAHE,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/SM7XAHE.mp3
1,833-474-0582,11/9/25 12:52,11/9/25 13:05,0:13:28,11/9/25 13:02,South,Richmond,Mobile,Richmond,Prime Time Ad,TV Ad,student_internet_deal_nov_2025,__,__,__,__,__,__,__,__,0:13:06,0:00:22,__,__,1,1,1,0,KQE65VP,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/KQE65VP.mp3
1,833-474-0582,11/3/25 16:42,11/3/25 16:47,0:04:39,11/3/25 16:42,West,Denver,Mobile,Centura Mall,Google Ad,Paid Search,fiber_upgrade_offer_brand,wifi installation same day,29lzNgf_9Rvxy6TUOtl3V,tlQSKJ6Wr2haLyrrmcalnd,R0LzC5G6h52VGl,a_6FGJGaKrdg_D,ntrsqMMNuGs11Npj6eVvY1,6G0sUV0PKPex,__,0:04:18,0:00:21,www.itelecomservices.com/packages,www.itelecomservices.com/TV,0,0,0,0,F2CU5U5,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/F2CU5U5.mp3
1,833-474-0582,11/15/25 10:06,11/15/25 10:18,0:12:19,11/15/25 10:08,South,Richmond,Mobile,Raleigh Park,Google.com,Organic,__,__,__,__,__,__,TkEVhv98St8P-jZb,9_0nDOzmFHMUVQH,__,0:12:04,0:00:15,www.itelecomservices.com/contact-us,www.itelecomservices.com/packages,1,1,1,0,P6SPASX,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/P6SPASX.mp3
1,833-474-0582,11/10/25 16:04,11/10/25 16:06,0:03:03,11/10/25 16:06,South,Cary,Mobile,Raleigh Park,Google Ad,Paid Search,switch_and_save_nov_2025,fiber internet providers near me,vunvkYCTvwLGbw6KS_f,cjm_L5s8eEmK51FhAr,u_TGzkcMpRq-,Hlw5urK4Avhx2kAPD,MR-AhY0Uu11I7UicSB62,2vo24kXRgp4sXVbS,__,0:02:42,0:00:21,www.itelecomservices.com/contact-us,www.itelecomservices.com/internet,1,1,1,0,VVQWYPV,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/VVQWYPV.mp3
1,833-474-0582,11/4/25 15:22,11/4/25 15:31,0:08:53,11/4/25 15:26,West,Broomfield,Mobile,Indian Peaks,Google Ad,Paid Search,mobile_line_addon_q4_2025,landline phone provider,C7-ZuIYn08h9R_6Xr72-9,zC4CCp89fp8UeywsJIW1,n0KyHUFudJAJJU,Ek3PMVDuw6FPZtfDxZn,aRDRfEUp7a82pcTh40GpO,j0Sfk465aWn2sQ,__,0:08:40,0:00:13,www.itelecomservices.com/packages,www.itelecomservices.com/TV,0,0,0,1,CT4ZS44,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/CT4ZS44.mp3
1,833-474-0582,11/15/25 14:51,11/15/25 14:52,0:00:49,11/15/25 14:52,South,Henrico,Mobile,Raleigh Park,Google Ad,Paid Search,switch_and_save_prospecting,fastest internet in my area,sfw-QBuGwVyqOJn40q4LzOuu,WV6r5zaQqUOTIqls52TV4B8z,QpJA7bgn32lp,ym9v5HXGtlhAOX,#NAME?,Nl9-hfo50hkw5,__,0:00:39,0:00:10,www.itelecomservices.com/packages,www.itelecomservices.com/packages/bundle,0,0,0,1,U65W34K,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/U65W34K.mp3
1,833-474-0582,11/8/25 17:25,11/8/25 17:27,0:02:09,11/8/25 17:27,South,Raleigh,Mobile,Richmond,Prime Time Ad,TV Ad,streaming_tv_package_nov_2025,__,__,__,__,__,__,__,__,0:01:49,0:00:20,__,__,0,0,0,0,CNXURA9,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/CNXURA9.mp3
1,833-474-0582,11/12/25 11:58,11/12/25 12:00,0:03:07,11/12/25 11:59,Central,Enfield,Mobile,Springfield,Google Ad,Paid Search,no_contract_internet_q4_2025,internet no contract,R05JxATlGzh5tdp0WNp,eaoVd3VSAcIUfcdXC_ASP,0e3XO-JHUlDd,J1-fI6ABFPNUd,KPM-qyN_cdeO8If2,eYUuLF-IqX0vfc,__,0:02:44,0:00:23,www.itelecomservices.com/packages/bundle,www.itelecomservices.com/TV,1,1,1,0,7R5XY8V,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/7R5XY8V.mp3
1,833-474-0582,11/11/25 11:24,11/11/25 11:30,0:05:12,11/11/25 11:26,West,Louisville,Mobile,Centura Mall,Postcard,Direct Mail,whole_home_wifi_q4_2025,__,__,__,__,__,__,__,__,0:05:01,0:00:11,__,__,1,1,1,0,THAH47Y,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/THAH47Y.mp3
1,833-474-0582,11/9/25 12:16,11/9/25 12:27,0:11:01,11/9/25 12:17,East,Worcester,Mobile,Boston,Postcard,Direct Mail,nation_wide_coverage_nov_2025,__,__,__,__,__,__,__,__,0:10:42,0:00:19,__,__,1,1,1,0,BURMUVK,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/BURMUVK.mp3
1,833-474-0582,11/2/25 13:39,11/2/25 13:50,0:10:58,11/2/25 13:39,South,Richmond,Mobile,Richmond,Google Ad,Paid Search,hd_channel_lineup_retarget,streaming tv service local channels,TGAF8qxkFxXGG6M7xbNv,U1aKZM6hmntuNdqZ4CQHyo,5jZ_3Y_5f2f,jtatiy5Ea_98,tdq6EYWMIvLYN5ok,3AASj6stzt,__,0:10:36,0:00:22,www.itelecomservices.com/TV,www.itelecomservices.com/,0,0,0,1,YGY3QPU,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/YGY3QPU.mp3
1,833-474-0582,11/3/25 13:02,11/3/25 13:07,0:05:23,11/3/25 13:03,South,Petersburg,Mobile,Richmond,Google Ad,Paid Search,unlimited_home_phone_nov_2025,internet and tv bundle deals,6bUwv3zEOwXceSw3fPR,cAPUiND7_wGbQ4iWwSd,GvBZpwC5dYh,5h_T0-i3pC9zsKQ_,8ApjeiFxx3EoAECL0Gc3y,GwjmRCzqLnlcUoO,__,0:05:03,0:00:20,www.itelecomservices.com/packages,www.itelecomservices.com/TV,0,0,0,1,QX8YFZ5,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/QX8YFZ5.mp3
1,833-474-0582,11/12/25 10:55,11/12/25 11:10,0:14:30,11/12/25 11:02,Central,Hartford,Landline,Springfield,Google Ad,Paid Search,student_internet_deal_brand,who provides internet at my address,a3rBOPFwildTIcmTo4FZDQN8,o4qU3Q3SEfKzZN2rNstMnWk,BwqfcahMoo-n,FW-_Ouv1QogP6J7U,R4lAVoe3JBzL4Se-,lE5Zfvi5E9a,__,0:14:17,0:00:13,www.itelecomservices.com/TV,www.itelecomservices.com/packages/bundle,1,0,0,0,9VSQ4NQ,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/9VSQ4NQ.mp3
1,833-474-0582,11/8/25 12:28,11/8/25 12:39,0:11:08,11/8/25 12:29,East,Somerville,Mobile,Boston,Google Ad,Paid Search,gig_speed_internet_q4_2025,switch internet provider deals,RODTLLSIgOb9Oj9c9Fqs,4eJ-oB_2pvMPV1NrZaDjEEVmy,Ln6Ns9lIsDUM,4f5YqWJtz2L2Rgz,bHukFu2X2v55b6Aj9Tr,DPdxwRgiVFduGR,__,0:10:51,0:00:17,www.itelecomservices.com/packages,www.itelecomservices.com/,1,1,0,0,5BH928R,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/5BH928R.mp3
1,833-474-0582,11/6/25 11:18,11/6/25 11:31,0:13:22,11/6/25 11:24,North,Camden,Mobile,Cherry Hill,Display Ad,Banner Ad,student_internet_deal_prospecting,__,__,__,__,__,__,__,j_BAyXK_24eN54GJN-lp_PM0U,0:13:00,0:00:22,__,__,1,1,1,0,D9QDMHZ,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/D9QDMHZ.mp3
1,833-474-0582,11/6/25 14:31,11/6/25 14:39,0:08:24,11/6/25 14:36,North,Philadelphia,Landline,Cherry Hill,Postcard,Direct Mail,wifi_dead_zone_fix_nov_2025,__,__,__,__,__,__,__,__,0:08:03,0:00:21,__,__,0,0,0,1,3BE6BYU,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/3BE6BYU.mp3
1,833-474-0582,11/1/25 11:01,11/1/25 11:01,0:01:46,11/1/25 11:01,North,Philadelphia,Mobile,Cherry Hill,Google Ad,Paid Search,unlimited_home_phone_always_on,landline phone provider,bQKhRf07RWUoUyCbIYZz0RvFC,MvQlxcBwtgCbK9MAXG-,26mUwCuzp2Ma,SPHIS1-JyHds,NBIxnGiygpXXCYr9FbEg,IwUXHDO1kJP_Nv2,__,0:01:35,0:00:11,www.itelecomservices.com/TV,www.itelecomservices.com/internet,1,0,0,0,X22TXMH,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/X22TXMH.mp3
1,833-474-0582,11/13/25 15:08,11/13/25 15:09,0:01:08,11/13/25 15:09,South,Raleigh,Landline,Richmond,Facebook Ad,Paid Social,free_installation_promo_always_on,__,__,__,__,__,X2PriwI_Vg0E00VG,3IHSTYisQ8yD-_,__,0:00:52,0:00:16,www.itelecomservices.com/Phone,www.itelecomservices.com/contact-us,0,0,0,0,D4SP75F,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/D4SP75F.mp3
1,833-474-0582,11/5/25 12:58,11/5/25 13:06,0:07:40,11/5/25 13:04,Central,Enfield,Landline,Springfield,Google Ad,Paid Search,hd_channel_lineup_prospecting,cable tv channel packages,5Pe328yUgRLBCsC1kLOv,7Ig0Nm0qHRjBVvJZv-,oNgoDJpTNeR,qH315ALT9gkEgzwf2W_X,4pHNcjisfRtxPDQDB4H4As,WZe2gf30Nsi,__,0:07:28,0:00:12,www.itelecomservices.com/,www.itelecomservices.com/packages,1,0,0,0,JK3CDEK,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/JK3CDEK.mp3
1,833-474-0582,11/2/25 12:58,11/2/25 13:05,0:06:35,11/2/25 13:02,East,Somerville,Mobile,Boston,Google Ad,Paid Search,whole_home_wifi_nonbrand,cable tv channel packages,Ga7T8WuHMJHS1CweZm28TCwK,sLRl8dG91c3mBQ3Cmwg2Q,OwLTE00Sva,gBMlkCbHlr8YUH_S,bPmCLnzhfL0owQdcLY5,C22mSORTFwJ5qA8,__,0:06:14,0:00:21,www.itelecomservices.com/internet,www.itelecomservices.com/packages/bundle,1,1,1,0,NUAQ6MF,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/NUAQ6MF.mp3
1,833-474-0582,11/12/25 8:44,11/12/25 8:49,0:05:55,11/12/25 8:48,North,Marlton,Mobile,Cherry Hill,Google Ad,Paid Search,student_internet_deal_brand,internet promo new customer,_Jl8O9W8E_FZrv3t2GpBf,sCKf96EjZY7tQ-4y2ML,9MtszyEBuTZVr,EjUCV7TBpR6u6Plfg,TEeQCHiAjAgJ4kApPh,YMIfinU7VPNR1y-r,__,0:05:33,0:00:22,www.itelecomservices.com/,www.itelecomservices.com/packages/bundle,0,0,0,0,JR3M2VJ,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/JR3M2VJ.mp3
1,833-474-0582,11/6/25 10:11,11/6/25 10:13,0:01:41,11/6/25 10:12,East,Worcester,Mobile,Boston,Google Ad,Paid Search,hd_channel_lineup_brand,cheap cable and internet bundle,XD8eCnA4qpyjvzQb79,v2hYXcDUArBaWFfP8gSrr,p-_mVSvxB0,twxoJrTtUdZVxWf,fQhW-T5l_vLZ2C5tvQX,JTA1E14AFVTsfAU,__,0:01:23,0:00:18,www.itelecomservices.com/,www.itelecomservices.com/contact-us,0,0,0,1,YHM58G2,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/YHM58G2.mp3
1,833-474-0582,11/14/25 16:20,11/14/25 16:34,0:13:51,11/14/25 16:23,North,Mount Laurel,Mobile,Cherry Hill,Facebook Ad,Paid Social,whole_home_wifi_always_on,__,__,__,__,__,Z7o37lQ186n6X6wnA7a,x4PIv6_w8Lg,__,0:13:40,0:00:11,www.itelecomservices.com/packages/bundle,www.itelecomservices.com/contact-us,1,1,0,0,8PGSVJY,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/8PGSVJY.mp3
1,833-474-0582,11/7/25 9:44,11/7/25 9:55,0:11:09,11/7/25 9:52,Central,Agawam,Mobile,Springfield,Google.com,Organic,__,__,__,__,__,__,Lra-jRidcFGavxr0,JVPMMdMfnN1u,__,0:10:54,0:00:15,www.itelecomservices.com/Phone,www.itelecomservices.com/,0,0,0,1,RUNNZN2,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/RUNNZN2.mp3
1,833-474-0582,11/2/25 16:42,11/2/25 16:48,0:05:42,11/2/25 16:43,West,Erie,Landline,Centura Mall,Display Ad,Banner Ad,free_installation_promo_fall_promo,__,__,__,__,__,__,__,SFOn0a5hfHgf29huW-c2z,0:05:17,0:00:25,__,__,0,0,0,1,3CH9GNZ,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/3CH9GNZ.mp3
1,833-474-0582,11/6/25 12:34,11/6/25 12:40,0:05:14,11/6/25 12:35,North,Mount Laurel,Landline,Cherry Hill,Google Ad,Paid Search,wifi_dead_zone_fix_always_on,wifi installation same day,ESFFL-a6bZ8H2VeAilJvyC_Y,SldxM6wPINl79UbS6_CrAA8,V_ObEbwtV4q,8rVQR3_bYB9-EaAtIK,KXkGwtHWmstJ_6icnzi,SIzxuOnk-PE0P3S0,__,0:04:53,0:00:21,www.itelecomservices.com/,www.itelecomservices.com/contact-us,1,1,1,0,FS6FQ78,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/FS6FQ78.mp3
1,833-474-0582,11/2/25 14:59,11/2/25 15:09,0:09:42,11/2/25 15:08,West,Longmont,Mobile,Indian Peaks,Google Ad,Paid Search,free_installation_promo_fall_promo,cancel cable keep internet,0LkQiNR7m2XjhgrhOZ,A986eL8IhMoQuFBHwmc,M8qHYvO09Y_12,Fzu78SiPJ6zlKS,n8W3Z1KDUPU9wSasy,U9JbW4LkG_XA,__,0:09:27,0:00:15,www.itelecomservices.com/packages,www.itelecomservices.com/packages/bundle,1,1,1,0,PRZMR2N,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/PRZMR2N.mp3
1,833-474-0582,11/5/25 17:14,11/5/25 17:21,0:07:05,11/5/25 17:20,East,Cambridge,Landline,Boston,Google.com,Organic,__,__,__,__,__,__,XZYfQEJpaXbH0jAxeRr,8qVkMT5AId-4jr5,__,0:06:42,0:00:23,www.itelecomservices.com/packages,www.itelecomservices.com/,1,1,1,0,ZHFMXFB,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/ZHFMXFB.mp3
1,833-474-0582,11/7/25 17:39,11/7/25 17:45,0:05:58,11/7/25 17:42,East,Boston,Mobile,Boston,Google Ad,Paid Search,free_installation_promo_prospecting,high speed internet pricing,76zsKtdZIyk3PsCrCOKtq6I85,AdtLdW19q7eSeDd5gDJ1XKsPg,3MZYAgowQY9fw-,qiHSNKewXHqnzjZm7,FrR02OLvWiegGX,xwC1iZWA9WrjyVf,__,0:05:38,0:00:20,www.itelecomservices.com/contact-us,www.itelecomservices.com/TV,0,0,0,0,8SKJQS7,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/8SKJQS7.mp3
1,833-474-0582,11/9/25 16:03,11/9/25 16:10,0:07:46,11/9/25 16:04,South,Petersburg,Landline,Raleigh Park,Google.com,Organic,__,__,__,__,__,__,6jZmPNlJFymoAk4,jFf-UdBhJvOxW32,__,0:07:31,0:00:15,www.itelecomservices.com/Phone,www.itelecomservices.com/packages/bundle,0,0,0,1,D4842W7,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/D4842W7.mp3
1,833-474-0582,11/7/25 11:41,11/7/25 11:46,0:05:02,11/7/25 11:46,South,Chapel Hill,Mobile,Raleigh Park,Google Ad,Paid Search,free_installation_promo_brand,cable tv channel packages,7hb5VmvPByuKtcOqGAGOpYNEL,cKtDJkAoM4BsASH-nVFBCii5,xOgctWNr2V,kBm309OlDgFeI,4pgVGknwWwYpAEvug,SN8SvHO8IEL,__,0:04:42,0:00:20,www.itelecomservices.com/TV,www.itelecomservices.com/packages,1,1,0,0,8ECT5YM,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/8ECT5YM.mp3
1,833-474-0582,11/13/25 12:36,11/13/25 12:41,0:04:54,11/13/25 12:39,Central,Enfield,Mobile,Springfield,Google.com,Organic,__,__,__,__,__,__,bjjpcUhnw0C0k_osn6u45q,OucnvdL5Db7W0r,__,0:04:30,0:00:24,www.itelecomservices.com/internet,www.itelecomservices.com/packages/bundle,0,0,0,0,C4XGETG,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/C4XGETG.mp3
1,833-474-0582,11/1/25 16:16,11/1/25 16:17,0:01:03,11/1/25 16:16,South,Raleigh,Mobile,Richmond,Google Ad,Paid Search,student_internet_deal_nonbrand,best tv and internet package,0SSZ6Xry-gKDEenma-xcrW,nU3yGCF2hkW_nMZYt9GWrTq7,T2OLwIoe33e,6-GrioUnFYeTC,9lO1NwPQhqCkW63bsGe,6EausAjDYX6rS0A6,__,0:00:50,0:00:13,www.itelecomservices.com/Phone,www.itelecomservices.com/TV,0,0,0,0,68NKN38,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/68NKN38.mp3
1,833-474-0582,11/7/25 14:08,11/7/25 14:21,0:12:39,11/7/25 14:13,Central,Agawam,Mobile,Springfield,Google Ad,Paid Search,wifi_dead_zone_fix_brand,cheap cable and internet bundle,N7rx9UTBqqlxK5sYQTwFPZXxj,dIMGYwb2kayyVzG4Cm1,pZeDhJIo-MR,#NAME?,0EFdIhb_K1XVon,p-OBEc-p4eeB5YA,__,0:12:21,0:00:18,www.itelecomservices.com/TV,www.itelecomservices.com/packages/bundle,1,1,1,0,QPYSRYJ,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/QPYSRYJ.mp3
1,833-474-0582,11/11/25 11:05,11/11/25 11:17,0:11:27,11/11/25 11:09,South,Henrico,Landline,Richmond,Display Ad,Banner Ad,fiber_upgrade_offer_brand,__,__,__,__,__,__,__,8yo2P8wUIMHwRhxSZrNeb,0:11:12,0:00:15,__,__,1,1,1,0,U63F8J9,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/U63F8J9.mp3
1,833-474-0582,11/2/25 13:27,11/2/25 13:30,0:03:03,11/2/25 13:27,North,Mount Laurel,Mobile,Cherry Hill,Google Ad,Paid Search,streaming_tv_package_brand,internet promo new customer,VLC_M6gBbPwF7YBvNUbPFdS,l7O-fr8euGdOAY68gn,n5nMNcOs3l0p9,li8uAjDCz5ujD_Ub5lkw,FfcBHsb6q0rlNyK2,ME0F_Les9Ic,__,0:02:38,0:00:25,www.itelecomservices.com/contact-us,www.itelecomservices.com/internet,0,0,0,1,K9U5NRV,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/K9U5NRV.mp3
